Temperature sensor 1,Temperature sensor 2,Temperature sensor 3,Temperature sensor 4,Vibration sensor,Cooling efficiency,Cooling power,Efficiency factor,Flow sensor 1,Flow sensor 2,Pressure sensor 1,Pressure sensor 2,Pressure sensor 3,Pressure sensor 4,Pressure sensor 5,Pressure sensor 6,Motor power
0.006248484835248425,0.000750414486751394,0.008972275199880198,0.0065199853641979555,0.086409341550438,0.9462593398892354,0.6118629585733578,0.4905316710367915,0.488051295419645,0.859956925648528,0.47463512327064183,0.0554095972989147,0.38440769279144305,0.0,0.9722773290143598,0.9735241239687928,0.5988170343494108
0.019479285650324973,0.005693769918228009,0.015168312366707903,0.05409736335142212,0.10042166720726564,0.7513229144023281,0.4802513712411455,0.9455845248107653,0.9847898361347636,0.9450223408016978,0.33241638819113195,0.716772736139177,0.9679535573661485,0.0,0.9125533786061588,0.9155463561790746,0.4777367492735429
0.03606911116886624,0.016105770921907014,0.016180629280621472,0.11981960932988311,0.06227700291923455,0.47048546335259456,0.259915658333563,0.9768325665001072,0.9979503154119194,0.9937445755247687,0.1442464420012164,0.6424927866994546,0.9691794182927779,0.0,0.8495291835915921,0.848938128292442,0.30238166923994303
0.03506009334506843,0.016079975423924697,0.028112346038576375,0.15845680454591582,0.08569575089198844,0.34008227862475315,0.16523800336264172,0.48663483896502246,0.485724863250915,0.9956732778295674,0.48078781510955704,0.05548067586159622,0.3858308598044883,0.0,0.8050646274791129,0.8043785045457907,0.5984775562985636
0.07096977096168988,0.032181056255290885,0.03711985268557605,0.18343244827875038,0.07084009082062936,0.26450014762134966,0.10788015765827852,0.9514272992628505,0.987476259219747,1.0,0.3268040800052856,0.715120033480873,0.9476059946476999,0.0,0.7847553350873024,0.785395831525336,0.46138033423426794
0.09401337931426079,0.05223822845900017,0.04667227238136462,0.20205562486499384,0.04936749918910166,0.21884135084890388,0.07474986907747871,0.9837142762908357,1.0,0.9930405991835167,0.13862072688969107,0.6409065390331149,0.9608487499824899,0.0,0.7617719509406786,0.7623511559739029,0.28234340050549367
0.08878701643039166,0.05503821251269225,0.05462283561476511,0.21747391344598221,0.11151475835225444,0.17905009717053688,0.0457264132741656,0.4909843500057719,0.4884682423023645,0.9856600983638195,0.4763099019325656,0.05412893419384901,0.3812385755454306,0.0,0.7385232530119747,0.7381491464743091,0.5810074554983
0.12496314464117586,0.07611547940932972,0.06813996749311846,0.2323213175748653,0.08783652286733712,0.15772448989523757,0.036933932361291055,0.9537797457082076,0.986578107440859,0.9760680189012847,0.3207244619504803,0.7133083572850557,0.9460931159548792,0.0,0.7213548936988445,0.7204591643103342,0.44223624409394713
0.1440449384215201,0.09734048415804653,0.08116385911179247,0.2465405283877251,0.04813493350632514,0.13934644297435939,0.029822772249938123,0.9872796385164662,0.9995596865669352,0.9559162943199722,0.13065495972305907,0.6385260363848054,0.9597823433704108,0.0,0.6983317587068223,0.6962348112062564,0.2617527383601468
0.13476284805108785,0.0999528645900507,0.09008681028570376,0.2597832843269072,0.09276678559844309,0.11416483627007878,0.012044871971555349,0.49755520374676365,0.4892502915342257,0.9445787392715941,0.4731104780197075,0.05333277039828077,0.38260034519623765,0.0,0.6812663201872056,0.6788624968103694,0.5677053541456445
0.16878771531719594,0.1205962981115345,0.10249532596134925,0.2741854426668904,0.07933830684398313,0.09227956563634532,0.0,0.9576749286762642,0.9870118490316389,0.9361342376804132,0.31660406679161257,0.7124849280903022,0.9234225870166041,0.0,0.6665813102001907,0.6637708491735452,0.42719736644134265
0.18505648970998356,0.14323536515872348,0.12005937673221334,0.2857993043585594,0.047096983457671215,0.09852508427394635,0.015986328932499294,0.9892684575932977,0.999239126704389,0.9143206146131346,0.12640629289687855,0.6374863692445695,0.9352245906569311,0.0,0.6407811626598434,0.6363377601734621,0.24863273567068855
0.17406431069012873,0.1447854400829205,0.1303892370277815,0.29836978324024344,0.10295167045085973,0.07936513086389307,0.004575397591025765,0.48205610250828657,0.4797255014498213,0.9086212993024532,0.4701892176189233,0.05315227204173867,0.3643733758385881,0.0,0.6263959788168059,0.6224481336937666,0.5539559987007552
0.2091768205455249,0.16487544292042466,0.1479603340880693,0.31147587958085143,0.09056114174505359,0.0807975446189585,0.015324825666326758,0.9579330134072128,0.9862057030447346,0.8898518113729148,0.3116367404357585,0.710790749976021,0.9123981839494776,0.0,0.6146975207182024,0.6111704421961246,0.4130582704186576
0.22656162980402694,0.18480363763422414,0.1621351196459948,0.32212871570835966,0.05721699643204681,0.07932133112279816,0.0218847330558698,0.9877067563779087,0.996313926683067,0.8713330547430012,0.12069832448456097,0.635589432707998,0.9217925764628144,0.0,0.5995056104158314,0.5961490635762958,0.23651485241191716
0.21309932273500576,0.18402742764949043,0.1705460404550967,0.3342385194916264,0.09562114823224144,0.05866245323972075,0.0067528458421762805,0.48533369613614996,0.48218629128303525,0.8643318653765801,0.4689862178011843,0.05337451450209818,0.35647308515486287,0.0,0.5919606534422694,0.5891765636961104,0.550858343884344
0.24630299800598854,0.20435897014991822,0.18555228816505265,0.34605957476822957,0.08005189750243258,0.058320166374127624,0.014332570767068065,0.9605707547947686,0.9887643403075184,0.8522131858947581,0.309882365701557,0.7103185424834765,0.9072759748843059,0.0,0.5809623032564257,0.5778470609416955,0.4109810272968373
0.26251061980339396,0.2239682387068478,0.19903888612256826,0.35538328609025704,0.0568277651638015,0.0604679759004092,0.023373115404757505,0.9871378155972228,0.9951127399543915,0.8394098170947322,0.1178391466044908,0.6346021283309334,0.9179650768227045,0.0,0.5611765510687441,0.558294140276387,0.2296147138356588
0.2484673630782468,0.22233843224343364,0.20962711036368264,0.3668869384282385,0.10120012974375625,0.04896324390615825,0.019156032082908614,0.49683949273569805,0.4859256695429429,0.8348195056093104,0.4634263294869143,0.05129184804578746,0.3526733037413943,0.0,0.5459119182895185,0.5435910770653578,0.541660301453212
0.2807275411633403,0.24066965112761407,0.22178195962006408,0.37795416172561414,0.0806357444048007,0.042015307198406404,0.019514346352085377,0.9563012252840581,0.9838653969867373,0.8290591147256414,0.30403863706884593,0.7084869297900701,0.8879051070981608,0.0,0.5365556786085603,0.5334969489646166,0.39980363007505293
0.29809924629426154,0.2586186276326057,0.23139544715752725,0.3860655701570701,0.0520272461887773,0.03943112247380931,0.021664231967145287,0.9911105064397501,0.9960751497467286,0.8189591436561772,0.11130393464280752,0.6325434846472496,0.8960983764570324,0.0,0.5273544364100493,0.5247437609532231,0.21740932434144966
0.28259269532248155,0.2569020544941618,0.24315805296930626,0.3958653858870309,0.10969834576711002,0.03689560412820658,0.024007056034839325,0.48663154075759807,0.481756930920445,0.8036163168214996,0.4596184002445618,0.05001409764888021,0.3501044500271666,0.0,0.5206322294924162,0.5181627598820251,0.5280251490613512
0.314420437197376,0.27432574085842676,0.24951145726660395,0.4050722752941489,0.07479727538112246,0.023906547574629844,0.01452550921970197,0.9584846385989212,0.9811687510359779,0.8040374168247144,0.3021633584372987,0.7081552204046496,0.8823376181340387,0.0,0.5162975384674171,0.5137714320501843,0.3915660138965178
0.328776008963223,0.29142346593000923,0.2591672225406103,0.4128728933482042,0.04534544275056762,0.022114002615006734,0.016868333287395787,0.9892758785600022,0.9939385707995521,0.7887170915169248,0.11276770520417045,0.633453870905956,0.8806196841731607,0.0,0.49933902664046315,0.49555750855209446,0.21458572389327246
0.31364510964878733,0.28941141708740625,0.27300378620618404,0.41878231889296913,0.0919883230619527,0.036747982778590815,0.03718199608610573,0.48605352990649586,0.4807273422958658,0.7694589990035059,0.4576101394042471,0.049344283174203474,0.34407767302804937,0.0,0.4857784417298818,0.48227536905805657,0.52244765652204
0.3438413876397499,0.30506224922672054,0.2839631150236286,0.427762177031489,0.070515731430425,0.03625158571284903,0.04360409029519596,0.959376803707185,0.9808474609687334,0.7658973287473083,0.29789379613235534,0.7066667699782571,0.8605677825388881,0.0,0.48536028748797566,0.4820334752530018,0.38188429764051257
